name,year_of_release,genre,publisher,global_sales,console,developer
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,2010,Action-Adventure,Hudson Soft,0.05,DS,Unknown
Fatal Fury: Wild Ambition,1999,Fighting,SNK Playmore,0.05,PS,Unknown
Mister Slime,2008,Action-Adventure,SouthPeak Games,0.05,DS,Lexis Numerique
Winning Post 8,2014,Racing,Tecmo Koei,0.05,PS3,Unknown
Learn Science,2010,Other,DreamCatcher Interactive,0.05,DS,Dreamcatcher
Medal of Honor: Airborne,2007,Shooter,Electronic Arts,0.05,PC,Electronic Arts
Dengeki Gakuen RPG: Cross of Venus,2009,Role-Playing,ASCII Media Works,0.05,DS,Unknown
Judge Dredd,1997,Platform,Gremlin Interactive Ltd,0.05,PS,Unknown
Minna no Ennichi,2012,Action-Adventure,Namco Bandai Games,0.05,3DS,Unknown
Domino Rally,2007,Action-Adventure,Nordcurrent,0.05,Wii,RED Entertainment
King Arthur,2004,Action-Adventure,Konami Digital Entertainment,0.05,XB,Krome Studios
Bass Rise,1999,Sports,Namco Bandai Games,0.05,PS,Unknown
Dynamite Headdy,1993,Platform,Sega,0.05,GEN,Unknown
Choujikuu Yousai Macross: Do You Remember Love,2012,Shooter,Namco Bandai Games,0.05,PS3,Unknown
Match 3 Madness,2010,Puzzle,Foreign Media Games,0.05,DS,Most Wanted Entertainment
Countdown: The Game,2009,Puzzle,Mindscape,0.05,Wii,Unknown
Rockin' Pretty,2009,Other,Arc System Works,0.05,DS,Arc System Works
Men of War: Assault Squad,2011,Strategy,1C Company,0.05,PC,"THQ, 1C, 1C Company"
Persona 2: Eternal Punishment,2012,Role-Playing,Atlus,0.05,PSP,Unknown
Dragon's Lair 3D: Return to the Lair,2002,Platform,Ubisoft,0.05,XB,Unknown
Rhapsody: A Musical Adventure,2008,Role-Playing,Nippon Ichi Software,0.05,DS,Nippon Ichi Software
Growlanser: Heritage of War (jp sales),2006,Role-Playing,Rising Star Games,0.05,PS2,Unknown
Myst IV: Revelation,2005,Action-Adventure,Ubisoft,0.05,XB,Ubisoft Montreal
Sled Shred featuring the Jamaican Bobsled Team,2010,Sports,SouthPeak Games,0.05,Wii,Just For Fun
Pachinko Wars II,1993,Other,Coconuts Japan,0.05,SNES,Unknown
Jake Power: Policeman,2008,Action-Adventure,Ubisoft,0.05,DS,Ubisoft
The Nightmare of Druaga: Fushigino Dungeon,2004,Role-Playing,Arika,0.05,PS2,Unknown
PAC-MAN and the Ghostly Adventures,2013,Platform,Namco Bandai Games,0.05,WiiU,"Namco Bandai Games, Monkey Bar Games"
Animal Planet: Vet Collection,2010,Simulation,Activision,0.05,DS,Activision
Lernerfolg Vorschule: Capt'n Sharky,2009,Other,Tivola,0.05,DS,Unknown
Virtua Striker 2002,2002,Sports,Sega,0.05,GC,Amusement Vision
UEFA Champions League 2006-2007,2007,Sports,Electronic Arts,0.05,X360,EA Canada
Fate/Unlimited Codes Portable,2009,Fighting,Capcom,0.05,PSP,Unknown
Centipede: Infestation,2011,Shooter,Atari,0.05,Wii,WayForward
F1 2015,2015,Racing,Codemasters,0.05,PC,Codemasters
Game no Kanzume Vol 2,1994,Other,Sega,0.05,SCD,Unknown
Luminous Arc Infinity,2015,Action-Adventure,Marvel Entertainment,0.05,PSV,Unknown
Disney's PK: Out of the Shadows,2002,Platform,Ubisoft,0.05,GC,Ubisoft
Aliens in the Attic,2009,Action-Adventure,Playlogic Game Factory,0.05,DS,Engine Software
JoJo no Kimy? na B?ken Fantomu Buraddo,2006,Action-Adventure,Namco Bandai Games,0.05,PS2,Unknown
The Idolmaster 2,2011,Simulation,Namco Bandai Games,0.05,X360,Unknown
Hunted: The Demon's Forge,2011,Action-Adventure,Bethesda Softworks,0.05,PC,InXile Entertainment
Powerdrome,2004,Racing,Evolved Games,0.05,PS2,Argonaut Games
Dreamer Series: Puppy Trainer,2008,Simulation,DreamCatcher Interactive,0.05,DS,Dreamcatcher
SingStar Mallorca Party,2009,Other,Sony Computer Entertainment,0.05,PS3,Unknown
Pro Yakyuu Spirits 5 Kanzenban,2008,Sports,Konami Digital Entertainment,0.05,PS2,Unknown
Shin Sangoku Musou 5 Special,2009,Action-Adventure,Tecmo Koei,0.05,PSP,Unknown
Major Minor's Majestic March,2009,Other,Majesco Entertainment,0.05,Wii,NanaOn-Sha
Pony Friends: Mini Breeds Edition,2008,Simulation,Eidos Interactive,0.05,DS,"Eidos Interactive, Tantalus Interactive"
Otogi 2: Immortal Warriors,2003,Action-Adventure,Sega,0.05,XB,From Software
Legend of Kay,2005,Action-Adventure,JoWood Productions,0.05,PS2,Neon Studios
Walt Disney Pictures Presents Enchanted,2007,Platform,Disney Interactive Studios,0.05,DS,Unknown
Lucha Libre AAA: Heroes del Ring,2010,Fighting,Konami Digital Entertainment,0.05,X360,Immersion Software & Graphics
Piglet's Big Game,2003,Platform,Gotham Games,0.05,GC,Doki Denki
Tom Clancy's HAWX 2,2010,Action-Adventure,Ubisoft,0.05,PC,Ubisoft
Myth Makers: Orbs of Doom,2007,Puzzle,Popcorn Arcade,0.05,Wii,Data Design Interactive
Fallout: Brotherhood of Steel,2004,Role-Playing,Avalon Interactive,0.05,XB,Interplay
Koi to Senkyo to Chocolate Portable,2012,Action-Adventure,Kadokawa Shoten,0.05,PSP,Unknown
IndyCar Series,2003,Racing,Codemasters,0.05,XB,Codemasters
Strawberry Shortcake: Strawberryland Games,2006,Action-Adventure,Game Factory,0.05,DS,Gorilla Systems
Ultra Bust-A-Move,2004,Puzzle,505 Games,0.05,XB,Taito Corporation
Rally Fusion: Race of Champions,2002,Racing,Activision,0.05,XB,Climax Group
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action-Adventure,Activision,0.05,PS3,PlatinumGames
Sherlock Holmes: Crimes & Punishments,2014,Action-Adventure,Focus Home Interactive,0.05,X360,Unknown
Piglet's Big Game,2003,Platform,THQ,0.05,GBA,Unknown
Killing Floor 2,2016,Shooter,Tripwire Interactive,0.05,PS4,Tripwire Interactive
Pinball Hall of Fame: The Gottlieb Collection,2005,Other,Crave Entertainment,0.05,GC,Unknown
Ferrari F355 Challenge,2002,Racing,Sony Computer Entertainment,0.05,PS2,Sega AM2
Adventure Time: Finn & Jake Investigations,2015,Action-Adventure,Little Orbit,0.05,WiiU,Unknown
Mr Bean's Wacky World of Wii,2009,Action-Adventure,Blast! Entertainment Ltd,0.05,Wii,Blast! Entertainment Ltd
Tiny Toon Adventures: Toonenstein - Dare to Scare,1998,Action-Adventure,Swing! Entertainment,0.05,PS,Unknown
My Horse & Me: Riding for Gold,2008,Sports,Atari,0.05,Wii,Unknown
Mortal Kombat X,2015,Fighting,Warner Bros. Interactive Entertainment,0.05,PC,High Voltage Software
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,2010,Fighting,Hudson Soft,0.05,DS,Unknown
Cities in Motion,2011,Simulation,Paradox Interactive,0.05,PC,Colossal Order
Shifters,2002,Action-Adventure,3DO,0.05,PS2,3DO
Samantha Swift and the Hidden Roses of Athena,2010,Action-Adventure,Unknown,0.05,DS,Navarre Corp
RPG Tsukuru DS,2010,Role-Playing,Enterbrain,0.05,DS,Unknown
To Heart 2: Dungeon Travelers,2015,Action-Adventure,Aqua Plus,0.05,PSV,Unknown
TNA iMPACT: Cross the Line,2010,Fighting,SouthPeak Games,0.05,PSP,Point of View
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,2008,Role-Playing,Sega,0.05,DS,Unknown
Kamen Rider: Dragon Knight,2009,Fighting,D3Publisher,0.05,DS,Natsume
The BIGS 2,2009,Sports,Take-Two Interactive,0.05,DS,Blue Castle Games
Sacred 3,2014,Role-Playing,Deep Silver,0.05,X360,Deep Silver
Captain America: Super Soldier,Unknown,Action-Adventure,Sega,0.05,DS,Unknown
Venetica,2009,Role-Playing,DTP Entertainment,0.05,PC,Deck 13
Operation Flashpoint: Dragon Rising,2009,Shooter,Codemasters,0.05,PC,Codemasters
Princess on Ice,2008,Sports,505 Games,0.05,DS,Arc System Works
Lagoon,1991,Role-Playing,Kemco,0.05,SNES,Unknown
Sesame Street: Cookie's Counting Carnival,2010,Other,Warner Bros. Interactive Entertainment,0.05,PC,Black Lantern Studios
Jewel Legends: Tree of Life,2011,Puzzle,Rising Star Games,0.05,DS,Rising Star Games
DoDonPachi Resurrection,2010,Shooter,Rising Star Games,0.05,X360,Cave
Trick x Logic: Season 1,2010,Action-Adventure,Sony Computer Entertainment,0.05,PSP,Unknown
Mawashite Tsunageru Touch Panic,2006,Puzzle,Nintendo,0.05,DS,Unknown
MorphX,2010,Shooter,505 Games,0.05,X360,"Buka Entertainment, Targem Games"
Monster! Bass Fishing,2003,Sports,Ignition Entertainment,0.05,GBA,Unknown
Sigma Star Saga,2005,Role-Playing,Atari,0.05,GBA,WayForward
Winning Post 7 2010,2010,Sports,Tecmo Koei,0.05,PSP,Unknown
Imagine Animal Doctor Care Center,2010,Simulation,Ubisoft,0.05,DS,Ubisoft
Air Traffic Chaos,2007,Simulation,Ertain,0.05,DS,Sonic Powered
Batman: Gotham City Racer,2001,Racing,Ubisoft,0.05,PS,Unknown
Sengoku Basara X,2008,Fighting,Capcom,0.05,PS2,Unknown
Legend of Kay,2015,Action-Adventure,Nordic Games,0.05,WiiU,Unknown
Imagine: Party Planner,2009,Simulation,Ubisoft,0.05,DS,Ubisoft Porto Alegre
Doraemon: Nobita no Kyouryuu 2006 DS,2006,Role-Playing,Sega,0.05,DS,Unknown
Ontamarama,2007,Action-Adventure,Atlus,0.05,DS,Noise Factory
DokiDoki Majo Shinpan!,2007,Action-Adventure,SNK Playmore,0.05,DS,Unknown
Starry ? Sky: In Spring,2010,Other,Asgard,0.05,PSP,Unknown
FIFA Soccer 2004,2003,Sports,Electronic Arts,0.05,GBA,Exient Entertainment
Armored Core: Formula Front Extreme Battle,2004,Simulation,505 Games,0.05,PSP,Unknown
Downforce,2002,Racing,Avalon Interactive,0.05,PS2,SmartDog
Little Busters! Converted Edition,2009,Action-Adventure,Prototype,0.05,PS2,Unknown
Pet Pals: New Leash on Life,2010,Simulation,Destineer,0.05,DS,Legacy Interactive
Disney's Party,2002,Other,Electronic Arts,0.05,GC,Neverland
The Bureau: XCOM Declassified,2013,Shooter,Take-Two Interactive,0.05,PC,2K Marin
Hysteria Hospital: Emergency Ward,2009,Action-Adventure,Oxygen Interactive,0.05,Wii,Gameinvest
Nanostray 2,2008,Shooter,Codemasters,0.05,DS,Shin'en
Tennis no Oji-Sama: 2005 Crystal Drive,2004,Sports,Konami Digital Entertainment,0.05,DS,Unknown
Dokapon Journey,2008,Role-Playing,Sting,0.05,DS,Suzak
Summon Night X: Tears Crown,2009,Role-Playing,Namco Bandai Games,0.05,DS,Unknown
Pawly Pets: My Vet Practice,2007,Strategy,Ubisoft,0.05,DS,Unknown
Metal Slug Anthology,2007,Shooter,Ignition Entertainment,0.05,PSP,Terminal Reality
Back to the Future: The Game,2011,Action-Adventure,Telltale Games,0.05,Wii,Iron Galaxy Studios
Taiho Shichauzo!,2001,Action-Adventure,Pioneer LDC,0.05,PS,Unknown
Phantom Crash,2002,Simulation,Phantagram,0.05,XB,Genki
Yanya Caballista: City Skater,2001,Sports,Tecmo Koei,0.05,PS2,Cave
Expendable,1999,Action-Adventure,Infogrames,0.05,PS,Unknown
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005,Action-Adventure,Activision,0.05,DS,Unknown
The Idolmaster: Gravure For You! Vol. 2,2011,Other,Namco Bandai Games,0.05,PS3,Unknown
Arthur! Ready to Race,2000,Racing,The Learning Company,0.05,PS,Unknown
Thunder Force V: Perfect System,1998,Shooter,TechnoSoft,0.05,PS,Unknown
The Typing of the Dead,2000,Shooter,Sega,0.05,DC,Smilebit
Sam & Max: Beyond Time and Space,2010,Action-Adventure,Atari,0.05,Wii,Unknown
The Idolm@ster: Dearly Stars,2009,Action-Adventure,Namco Bandai Games,0.05,DS,Unknown
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,2015,Action-Adventure,Aksys Games,0.05,PSV,Unknown
Over the Hedge: Hammy Goes Nuts!,2006,Platform,Activision,0.05,PSP,Amaze Entertainment
Bakemonogatari Portable,2012,Action-Adventure,Namco Bandai Games,0.05,PSP,Unknown
Jenga World Tour,2007,Other,Atari,0.05,Wii,Atomic Planet Entertainment
Prism: Light the Way,2007,Puzzle,Eidos Interactive,0.05,DS,Game Sauce
Tenchu: Dark Secret,2006,Action-Adventure,From Software,0.05,DS,From Software
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,2006,Other,Nintendo,0.05,DS,Unknown
Shrek Super Party,2003,Other,TDK Mediactive,0.05,GC,Mass Media
Monster 4x4: Masters of Metal,2003,Racing,Ubisoft,0.05,GC,Ubisoft
Bakusou Kyoudai Let's & Go!! Eternal Wings,1998,Racing,Jaleco,0.05,PS,Unknown
Imagine: Artist,2009,Other,Ubisoft,0.05,DS,Ubisoft
Top Spin 2,2006,Sports,Take-Two Interactive,0.05,DS,Indie Built
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,2007,Action-Adventure,Namco Bandai Games,0.05,DS,Unknown
NHL Blades of Steel '99,1999,Sports,Konami Digital Entertainment,0.05,N64,Unknown
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,2015,Action-Adventure,Alchemist,0.05,3DS,Unknown
Super Heroine Chronicle,2014,Role-Playing,Namco Bandai Games,0.05,PSV,Unknown
Second Sight,2004,Action-Adventure,Codemasters,0.05,GC,Free Radical Design
Philosoma,1995,Shooter,Sony Computer Entertainment,0.05,PS,Unknown
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,1995,Other,Sega,0.05,SAT,Unknown
Puyo Pop,2001,Puzzle,Sega,0.05,GBA,Sonic Team
Marriage Royale: Prism Story,2010,Action-Adventure,ASCII Media Works,0.05,PSP,Unknown
Kamiwaza,2006,Action-Adventure,Acquire,0.05,PS2,Unknown
SpongeBob SquarePants: Plankton's Robotic Revenge,2013,Shooter,Activision,0.05,WiiU,Behaviour Interactive
Arcana Heart 3,2011,Fighting,PQube,0.05,X360,Examu
Rave Master,2002,Fighting,Konami Digital Entertainment,0.05,GC,Konami
Bejeweled Twist,2008,Puzzle,PopCap Games,0.05,PC,PopCap
Kinnikuman Muscle Grand Prix Max,2006,Fighting,Konami Digital Entertainment,0.05,PS2,Unknown
Suzuki Super-Bikes II: Riding Challenge,2008,Racing,Valcon Games,0.05,DS,Kuju Entertainment
GRID,Unknown,Racing,Codemasters,0.05,DS,Firebrand Games
Ivy the Kiwi?,2010,Puzzle,Rising Star Games,0.05,DS,Prope
Jim Henson's Muppets in Spy Muppets: License to Croak,2003,Action-Adventure,TDK Mediactive,0.05,GBA,Unknown
Medal of Honor: European Assault (weekly JP sales),2005,Shooter,Electronic Arts,0.05,PS2,Unknown
Hail to the Chimp,2008,Other,Gamecock,0.05,PS3,Wideload Games Inc.
Alias,2004,Action-Adventure,Acclaim Entertainment,0.05,XB,Acclaim Studios Cheltenham
Super Robot Taisen Neo,2009,Strategy,Namco Bandai Games,0.05,Wii,Unknown
ESPN International Winter Sports 2002,2002,Sports,Konami Digital Entertainment,0.05,GC,KCEO
Dual Heroes,1997,Fighting,Hudson Soft,0.05,N64,Unknown
Fighter Destiny 2,1999,Fighting,Imagineer,0.05,N64,Unknown
Hercules: The Legendary Journeys,2000,Role-Playing,Titus,0.05,N64,Unknown
Chameleon Twist 2,1998,Platform,Infogrames,0.05,N64,Unknown
OutRun 2006: Coast 2 Coast,2006,Racing,Sega,0.05,PS2,Sumo Digital
Blues Brothers 2000,2000,Platform,Virgin Interactive,0.05,N64,Unknown
Metal Max 2 Reloaded,2011,Role-Playing,Unknown,0.05,DS,Unknown
Jewel Master: Cradle of Persia,2012,Puzzle,Rising Star Games,0.05,DS,Rising Star Games
All Star Tennis 99,1999,Sports,Ubisoft,0.05,N64,Unknown
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,2007,Other,Spike,0.05,DS,Unknown
Winning Post World,2009,Sports,Tecmo Koei,0.05,PS3,Unknown
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,2007,Other,Irem Software Engineering,0.05,PS2,Unknown
Arx Fatalis,2003,Role-Playing,Mindscape,0.05,XB,Arkane Studios
Mega Minis Volume 3,2011,Other,Sony Computer Entertainment,0.05,PSP,Unknown
Slam Dunk SD Heat Up!!,1995,Sports,Namco Bandai Games,0.05,SNES,Unknown
The Mysterious Case of Dr. Jekyll and Mr. Hyde,2010,Action-Adventure,O-Games,0.05,DS,Unknown
Dead in the Water,1999,Action-Adventure,ASC Games,0.05,PS,Unknown
Winning Post 7 2013,2013,Sports,Tecmo Koei,0.05,PS3,Unknown
Ride,2015,Racing,Milestone S.r.l.,0.05,PS3,Milestone S.r.l
Detective Conan: Prelude from the Past,2012,Action-Adventure,Namco Bandai Games,0.05,DS,Unknown
Dr. Seuss: Green Eggs and Ham,2003,Action-Adventure,NewKidCo,0.05,GBA,Handheld Games
Zumba Fitness Core,2012,Other,505 Games,0.05,X360,Zoe Mode
Atelier Rorona: Alchemist of Arland,2013,Role-Playing,Nippon Ichi Software,0.05,PSV,Unknown
Guilty Gear Dust Strikers,2006,Fighting,Majesco Entertainment,0.05,DS,Arc System Works
Dark Summit,2002,Sports,THQ,0.05,GC,Radical Entertainment
Orcs & Elves,2007,Role-Playing,Electronic Arts,0.05,DS,Unknown
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,2010,Action-Adventure,Namco Bandai Games,0.05,DS,Unknown
Turbo Turtle Adventure,2002,Puzzle,Majesco Entertainment,0.05,GBA,Iridon Interactive AB
TrackMania Turbo: Build to Race,2010,Racing,Ubisoft,0.05,DS,Unknown
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,2006,Action-Adventure,Namco Bandai Games,0.05,PSP,Unknown
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,1994,Other,Vap,0.05,SNES,Unknown
Kamen Rider: Battride War Genesis,2016,Action-Adventure,Namco Bandai Games,0.05,PSV,Unknown
Corpse Party: Blood Covered - Repeated Fear,2010,Action-Adventure,5pb,0.05,PSP,Unknown
Star Wars: Republic Commando,2005,Shooter,LucasArts,0.05,PC,LucasArts
Kart Racer,2009,Racing,Nordic Games,0.05,Wii,Nordic Games Publishing
Chronicles of the Sword,1996,Action-Adventure,Psygnosis,0.05,PS,Unknown
The Lost Vikings,2003,Puzzle,Activision,0.05,GBA,Mass Media
Keiba Eight Special,1993,Sports,Misawa,0.05,SNES,Unknown
Harukanaru Toki no Naka de 3,2004,Action-Adventure,Tecmo Koei,0.05,PS2,Unknown
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,2005,Platform,Global Star,0.05,GC,High Voltage Software
Sherlock Holmes: Crimes & Punishments,2014,Action-Adventure,Focus Home Interactive,0.05,PC,Unknown
Reel Fishing: The Great Outdoors,2006,Sports,Natsume,0.05,PSP,Natsume
Guild 01,2012,Action-Adventure,Level 5,0.05,3DS,Unknown
Tour de France 2011,Unknown,Racing,Focus Home Interactive,0.05,X360,Cyanide
Durarara!! 3-way Standoff,2010,Action-Adventure,ASCII Media Works,0.05,PSP,Unknown
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Action-Adventure,Zoo Digital Publishing,0.05,GBA,Krome Studios
Tokimeki Memorial Girl's Side 2nd Kiss,2006,Action-Adventure,Konami Digital Entertainment,0.05,PS2,Unknown
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,2010,Role-Playing,Spike,0.05,PSP,Unknown
Hokuto no Ken,2007,Fighting,Sega,0.05,PS2,Unknown
Plants vs. Zombies,2009,Strategy,PopCap Games,0.05,PC,PopCap
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),2006,Other,Konami Digital Entertainment,0.05,DS,Unknown
Secret Files: Tunguska,2008,Action-Adventure,Deep Silver,0.05,DS,"10tacle Studios, Fusionsphere Systems"
George of the Jungle and the Search for the Secret,2008,Platform,Ignition Entertainment,0.05,DS,Crave
Stretch Panic,2001,Platform,Midas Interactive Entertainment,0.05,PS2,Treasure
Hotel for Dogs,2009,Simulation,505 Games,0.05,Wii,505 Games
Microsoft Flight Simulator X Acceleration Expansion Pack,2007,Simulation,Microsoft Game Studios,0.05,PC,Unknown
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,2013,Role-Playing,Square Enix,0.05,3DS,Unknown
Blazing Souls: Accelate,2009,Role-Playing,Idea Factory,0.05,PSP,"Neverland, Idea Factory"
PQ2: Practical Intelligence Quotient,2006,Puzzle,D3Publisher,0.05,PSP,Now Production
Baku Baku,1995,Puzzle,Sega,0.05,SAT,Unknown
SD Gundam: Over Galaxian,1996,Shooter,Namco Bandai Games,0.05,PS,Unknown
Metroid Prime: Federation Force,2016,Action-Adventure,Nintendo,0.05,3DS,"Next Level Games, Nintendo"
Rogue Ops,2003,Action-Adventure,Kemco,0.05,GC,Bits Studios
Smart Kid's Party Fun Pak,2008,Other,UFO Interactive,0.05,DS,Unknown
Dream Salon,2009,Other,Zoo Games,0.05,Wii,Zoo Games
BeatMania IIDX 3rd Style,2000,Simulation,Konami Digital Entertainment,0.05,PS2,Unknown
Natural Doctrine,2014,Role-Playing,Nippon Ichi Software,0.05,PS3,Kadokawa
DiRT 2,2009,Racing,Codemasters,0.05,PC,Codemasters
Payday 2,2013,Shooter,505 Games,0.05,PC,Overkill Software
Hummer Badlands,2006,Racing,Global Star,0.05,PS2,Eutechnyx
Woody Woodpecker: Escape from Buzz Buzzard Park,2001,Platform,DreamCatcher Interactive,0.05,PS2,EKO Software
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",2007,Action-Adventure,505 Games,0.05,PS2,Unknown
Furu Furu Park,2007,Other,Taito,0.05,Wii,"Taito Corporation, 505 Games"
Alter Echo,2003,Shooter,THQ,0.05,XB,Outrage Games
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,2008,Other,Benesse,0.05,DS,Unknown
BeatMania IIDX 4th Style: New Songs Collection,2001,Simulation,Konami Digital Entertainment,0.05,PS2,Unknown
G1 Grand Prix,2012,Action-Adventure,Genki,0.05,3DS,Unknown
Impossible Mission,2007,Platform,System 3 Arcade Software,0.05,PSP,Unknown
Around the World in 80 Days,2004,Action-Adventure,Hip Interactive,0.05,GBA,Saffire
Houkago Shounen,2008,Other,Konami Digital Entertainment,0.05,DS,Unknown
Fishdom,2011,Puzzle,Atari,0.05,DS,Playrix Entertainment
Classic Dungeon X2,2011,Role-Playing,Nippon Ichi Software,0.05,PSP,Unknown
Whirl Tour,2002,Sports,Vivendi Games,0.05,GC,Papaya Studios
Pinball Tycoon,2002,Other,Ignition Entertainment,0.05,GBA,Ignition Entertainment
Grand Ages: Medieval,2015,Strategy,Kalypso Media,0.05,PC,Gaming Minds Studios
Major League Baseball 2K11,2011,Sports,Take-Two Interactive,0.05,PS2,Visual Concepts
Cartoon Network Block Party,2004,Other,Majesco Entertainment,0.05,GBA,One Man Band
Power Spike Pro Beach Volleyball,2000,Sports,Infogrames,0.05,PS,Carapace
White Album: Tsuzurareru Fuyu no Omoide,2010,Action-Adventure,Aqua Plus,0.05,PS3,Unknown
Harukanaru Toki no Naka de: Yumenoukihashi,2008,Action-Adventure,Tecmo Koei,0.05,DS,Unknown
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,1998,Other,Gainax Network Systems,0.05,PS,Unknown
SD Gundam: Scad Hammers,2006,Strategy,Namco Bandai Games,0.05,Wii,Unknown
Spitfire Heroes: Tales of the Royal Air Force,2008,Simulation,Destineer,0.05,DS,Big John Games
Super Bust-A-Move,2001,Puzzle,Ubisoft,0.05,GBA,Taito Corporation
ZooCube,2002,Puzzle,Acclaim Entertainment,0.05,GBA,PuzzleKings
Stunt GP,2001,Racing,Titus,0.05,PS2,Team 17
D.Gray-man: Kami no Shitotachi,2007,Action-Adventure,Konami Digital Entertainment,0.05,DS,Unknown
Strikers 1945,1996,Shooter,Atlus,0.05,SAT,Unknown
NBA 2K,1999,Sports,Sega,0.05,DC,Unknown
Super Jinsei Game 2,1995,Other,Takara,0.05,SNES,Unknown
World Series of Poker,2005,Other,Activision Value,0.05,GC,Activision
Jikkyou Oshaberi Parodius,1995,Shooter,Konami Digital Entertainment,0.05,SNES,Unknown
Plants vs. Zombies: Garden Warfare 2,2016,Shooter,Electronic Arts,0.05,PC,PopCap
J-League Winning Eleven 2010: Club Championship,2010,Sports,Konami Digital Entertainment,0.05,PS2,Unknown
Johnny Bazookatone,1995,Platform,U.S. Gold,0.05,PS,Unknown
Reign of Fire,2002,Shooter,BAM! Entertainment,0.05,GBA,Crawfish Interactive
Koihime Musou,2008,Action-Adventure,Yeti,0.05,PS2,Unknown
Nicktoons: Attack of the Toybots,2007,Platform,THQ,0.05,DS,Natsume
Singularity,2010,Shooter,Mastertronic,0.05,PC,Raven Software
Cartoon Network Racing,2006,Action-Adventure,Game Factory,0.05,DS,Firebrand Games
Ms Saga: A New Dawn,2005,Role-Playing,Namco Bandai Games,0.05,PS2,Bandai
Kekkon Zenya,1995,Action-Adventure,Shogakukan,0.05,SAT,Unknown
Finny the Fish & the Seven Waters,2004,Sports,Sony Computer Entertainment,0.05,PS2,Unknown
The Grim Adventures of Billy & Mandy,2006,Action-Adventure,Midway Games,0.05,Wii,Unknown
Barnyard,2006,Action-Adventure,THQ,0.05,GBA,Halfbrick Studios
Next Generation of Chaos,2002,Role-Playing,Idea Factory,0.05,PS2,Unknown
GrimGrimoire,2007,Strategy,Tecmo Koei,0.05,PS2,Vanilla Ware
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,2008,Other,Takara Tomy,0.05,DS,Unknown
Rock of the Dead,2010,Shooter,Conspiracy Entertainment,0.05,PS3,Epicenter Studios
TNA iMPACT: Cross the Line,2010,Fighting,SouthPeak Games,0.05,DS,Point of View
Deadliest Catch: Alaskan Storm,2008,Sports,Navarre Corp,0.05,X360,Liquid Dragon Studios
Golden Axe: The Duel,1994,Fighting,Sega,0.05,SAT,Unknown
J-League '96 Dream Stadium,1996,Sports,Hudson Soft,0.05,SNES,Unknown
Capcom vs. SNK: Millennium Fight 2000 Pro,2001,Fighting,Capcom,0.05,DC,Unknown
Crime Life: Gang Wars,2005,Action-Adventure,Konami Digital Entertainment,0.05,XB,Hothouse Creations
Tokimeki Memorial: Girls Side 1st Love,2007,Action-Adventure,Konami Digital Entertainment,0.05,DS,Unknown
Rugby 2005,2005,Sports,Electronic Arts,0.05,XB,HB Studios Multimedia
"Warhammer 40,000: Dawn of War",2004,Strategy,THQ,0.05,PC,Relic
Taito Legends,2005,Other,Empire Interactive,0.05,XB,Empire Oxford
Rock 'N Roll Racing,2003,Racing,Activision,0.05,GBA,Mass Media
Reader Rabbit 2nd Grade,Unknown,Other,Unknown,0.05,Wii,Graffiti Entertainment
Silhouette Mirage,1998,Platform,ESP,0.05,PS,Treasure
Dynasty Warriors Vol. 2,2006,Action-Adventure,Tecmo Koei,0.05,PSP,Omega Force
Freelancer,2003,Simulation,Microsoft Game Studios,0.05,PC,Digital Anvil
Treasure Report: Kikai Jikake no Isan,2011,Action-Adventure,Namco Bandai Games,0.05,DS,Unknown
Growlanser VI: Precarious World,2007,Role-Playing,Atlus,0.05,PS2,Unknown
Block Kuzushi,1995,Puzzle,Pow,0.05,SNES,Unknown
LEGO Indiana Jones 2: The Adventure Continues,2009,Action-Adventure,Activision,0.05,PC,Traveller's Tales
American Bass Challenge,2001,Sports,Starfish,0.05,GBA,Starfish
American Chopper 2: Full Throttle,2005,Racing,Activision,0.05,GC,Creat Studios
